"","X","B","C","D","E","X.Seq","F","X.TMS","G","X.interior","GG","X.exterior","FF","X.nonTMS","H","X.close","HH","X.far"
"23","P48549",501,2,42,350,69.86027944,42,100,14,100,28,100,308,67.10239651,42,100,266,63.7019230769231
"24","Q39128",677,6,126,450,66.46971935,125,99.20634921,42,100,83,100,325,58.98366606,55,63.953488372093,270,57.9741379310345
"25","Q12791",1236,6,126,909,73.54368932,125,99.20634921,42,100,83,98.8095238095238,784,70.63063063,73,79.3478260869565,711,69.9115044247788
"26","P15385",655,5,105,378,57.70992366,102,97.14285714,35,100,67,97.1428571428571,276,50.18181818,74,79.5698924731183,202,44.0789473684211
"27","P08510",655,6,126,383,58.47328244,120,95.23809524,42,100,78,94.047619047619,263,49.71644612,75,75,188,43.6915887850467
"28","Q9NZV8",630,5,105,392,62.22222222,105,100,35,100,70,100,287,54.66666667,72,86.7469879518072,215,48.5260770975057
"29","O95259",989,5,105,714,72.19413549,99,94.28571429,35,100,64,91.4285714285714,615,69.57013575,59,66.2921348314607,556,69.8992443324937
"30","O14649",394,6,126,103,26.14213198,55,43.65079365,18,42.8571428571429,37,44.047619047619,48,17.91044776,23,30.2631578947368,25,13.0890052356021
"31","Q7Z418",384,6,126,140,36.45833333,84,66.66666667,28,66.6666666666667,56,65.4761904761905,56,21.70542636,28,39.4366197183099,28,15.0537634408602
"32","O43526",872,7,147,421,48.27981651,141,95.91836735,49,100,92,94.8979591836735,280,38.62068966,66,88,214,32.7692307692308
"33","O54982",1121,5,105,785,70.02676182,99,94.28571429,35,100,64,91.4285714285714,686,67.51968504,68,71.5789473684211,618,67.1739130434783
"34","Q9GZU1",580,6,126,453,78.10344828,110,87.3015873,35,83.3333333333333,75,89.2857142857143,343,75.55066079,88,84.6153846153846,255,72.7793696275072
"35","P41948",499,11,231,343,68.73747495,223,96.53679654,76,98.7012987012987,147,96.1038961038961,120,44.7761194,77,63.6363636363636,43,29.2517006802721
"36","P60682",113,3,63,113,100,63,100,21,100,42,100,50,100,28,100,22,100
"37","P0A769",412,11,231,408,99.02912621,231,100,77,100,154,100,177,97.79005525,121,100,56,93.2203389830508
"38","Q57603",209,7,147,191,91.38755981,133,90.47619048,44,89.7959183673469,89,91.8367346938776,58,93.5483871,38,92.6829268292683,20,86.3636363636364
"39","O85187",382,12,252,379,99.21465969,252,100,84,100,168,100,127,97.69230769,88,98.876404494382,39,95.5555555555556
"40","Q9LKW9",1146,13,273,508,44.32809773,228,83.51648352,83,91.2087912087912,145,81.8681318681319,280,32.07331042,56,47.0588235294118,224,29.8013245033113
"41","Q9JJC8",359,8,168,310,86.35097493,168,100,56,100,112,100,142,74.34554974,80,96.3855421686747,62,57.0093457943925
"42","Q9SAH8",532,12,252,430,80.82706767,238,94.44444444,81,96.4285714285714,157,94.047619047619,192,68.57142857,133,91.0958904109589,59,43.609022556391
"43","Q94526",1001,7,147,353,35.26473526,102,69.3877551,32,65.3061224489796,70,70.4081632653061,251,29.3911007,57,58.1632653061224,194,25.5629139072848
"44","Q9U1S7",716,8,168,275,38.40782123,120,71.42857143,39,69.6428571428571,81,73.2142857142857,155,28.28467153,58,43.2835820895522,97,23.2445520581114
"45","Q18PF6",458,12,252,398,86.89956332,252,100,84,100,168,100,146,70.87378641,100,84.0336134453782,46,53.4090909090909
"46","Q63089",556,11,231,461,82.91366906,229,99.13419913,77,100,152,99.3506493506494,232,71.38461538,111,94.8717948717949,121,57.9710144927536
"47","Q9C0K1",460,6,126,321,69.7826087,117,92.85714286,42,100,75,90.4761904761905,204,61.07784431,38,57.5757575757576,166,62.1722846441948
"48","P08104",1951,22,462,1668,85.49461814,458,99.13419913,154,100,304,99.025974025974,1210,81.26259234,300,93.167701863354,910,77.9965753424658
"49","Q9R053",1765,23,483,1524,86.34560907,475,98.3436853,157,97.5155279503106,318,98.4472049689441,1049,81.82527301,281,90.9385113268608,768,79.038854805726
"50","Q9P7T1",4924,14,126,476,9.666937449,0,0,0,0,0,0,476,9.920800333,0,0,476,10.3726302026585
"51","Q95V25",1140,6,126,830,72.80701754,120,95.23809524,40,95.2380952380952,80,95.2380952380952,710,70.01972387,97,80.8333333333333,613,68.6450167973124
"52","P40310",691,9,189,155,22.43125904,55,29.1005291,20,31.7460317460317,35,28.5714285714286,100,19.92031873,37,29.1338582677165,63,16.8449197860963
"53","Q18120",461,6,126,146,31.670282,76,60.31746032,25,59.5238095238095,51,60.7142857142857,70,20.89552239,26,35.1351351351351,44,16.9230769230769
"54","O07536",405,13,273,391,96.54320988,265,97.06959707,90,98.9010989010989,175,97.2527472527473,126,95.45454545,81,94.1860465116279,45,97.9591836734694
"55","P97441",388,6,126,260,67.01030928,121,96.03174603,42,100,79,95.2380952380952,139,53.05343511,50,64.1025641025641,89,48.0874316939891
"56","P0A8H3",257,8,168,232,90.27237354,159,94.64285714,56,100,103,92.8571428571429,73,82.02247191,52,86.6666666666667,21,75
"57","P23968",213,5,105,157,73.70892019,83,79.04761905,28,80,55,78.5714285714286,74,68.51851852,50,79.3650793650794,24,52.2727272727273
"58","P38636",73,0,0,35,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"59","Q9HBG4",840,7,147,719,85.5952381,129,87.75510204,42,85.7142857142857,87,87.7551020408163,590,85.13708514,96,86.4864864864865,494,84.8537005163511
"60","O15127",329,4,84,255,77.50759878,84,100,28,100,56,100,171,69.79591837,50,96.1538461538462,121,62.5
"61","Q9XIE2",1469,14,294,1272,86.58951668,270,91.83673469,88,89.7959183673469,182,92.3469387755102,1002,85.27659574,172,92.972972972973,830,83.9231547017189
"62","O60706",1549,17,357,1265,81.6655907,305,85.43417367,99,83.1932773109244,206,86.5546218487395,960,80.53691275,192,78.6885245901639,768,81.0924369747899
"63","O35240",533,1,21,371,69.60600375,21,100,7,100,14,100,350,68.359375,9,81.8181818181818,341,68
"64","P43553",858,2,42,371,43.24009324,42,100,14,100,28,100,329,40.31862745,17,56.6666666666667,312,39.7452229299363
"65","Q12797",758,1,21,67,8.839050132,0,0,0,0,0,0,67,9.090909091,0,0,67,9.24137931034483
"66","P81451",68,1,21,37,54.41176471,13,61.9047619,5,71.4285714285714,8,57.1428571428571,24,51.06382979,4,100,20,47.6190476190476
"67","P0AB98",271,0,0,271,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"68","Q7CRB1",501,0,0,500,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"69","P0ABA6",287,0,0,287,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"70","P38995",1004,8,168,658,65.53784861,138,82.14285714,49,87.5,89,81.25,520,62.20095694,63,53.3898305084746,457,63.7377963737796
"71","Q13936",2221,20,420,1697,76.40702386,413,98.33333333,140,100,273,98.2142857142857,1284,71.29372571,308,88.5057471264368,976,67.1939477303989
"72","O95180",2353,19,399,1557,66.17084573,393,98.4962406,133,100,260,98.1203007518797,1164,59.57011259,288,93.8110749185668,876,53.1591737545565
"73","O00305",520,0,0,398,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"74","D5AUZ7",244,7,147,201,82.37704918,108,73.46938776,34,69.3877551020408,74,75.5102040816326,93,95.87628866,60,92.3076923076923,33,100
"75","Q8VYD4",867,11,231,493,56.8627451,203,87.87878788,70,90.9090909090909,133,85.7142857142857,290,45.59748428,98,77.1653543307087,192,37.7952755905512
"76","Q96D31",301,4,84,228,75.74750831,84,100,28,100,56,100,144,66.359447,70,97.2222222222222,74,50.6944444444444
"77","Q9P7F9",173,3,63,101,58.38150289,63,100,21,100,42,100,38,34.54545455,24,60,14,22.5352112676056
"78","P38054",1047,11,231,990,94.55587393,231,100,77,100,154,100,759,93.01470588,133,97.0802919708029,626,92.1828908554572
"79","P06972",660,20,420,307,46.51515152,199,47.38095238,68,48.5714285714286,131,46.7857142857143,108,45,72,42.8571428571429,36,49.3333333333333
"80","P24944",421,8,168,414,98.33729216,165,98.21428571,56,100,109,98.2142857142857,249,98.41897233,113,100,136,97.1223021582734
"81","A2YGP9",530,8,168,435,82.0754717,160,95.23809524,56,100,104,93.75,275,75.96685083,122,77.7070063694268,153,74.5098039215686
"82","O70596",434,2,42,348,80.1843318,42,100,14,100,28,100,306,78.06122449,42,100,264,75.3581661891118
"83","P48051",423,2,42,351,82.9787234,42,100,14,100,28,100,309,81.1023622,42,100,267,78.698224852071
"84","P92960",662,6,126,453,68.42900302,123,97.61904762,42,100,81,96.4285714285714,330,61.56716418,56,65.1162790697674,274,60.8017817371938
"85","Q9Y691",235,2,42,206,87.65957447,42,100,14,100,28,100,164,84.97409326,38,100,126,81.1688311688312
"86","P22460",613,6,126,372,60.68515498,122,96.82539683,42,100,80,96.4285714285714,250,51.33470226,74,78.7234042553192,176,44.6428571428571
"87","P15387",857,7,147,441,51.45857643,144,97.95918367,49,100,95,97.9591836734694,297,41.83098592,63,84,234,36.7507886435331
"88","Q9UK17",655,5,105,387,59.08396947,105,100,35,100,70,100,282,51.27272727,72,86.7469879518072,210,44.8497854077253
"89","Q12809",1159,5,105,824,71.09577222,101,96.19047619,35,100,66,94.2857142857143,723,68.59582543,60,65.9340659340659,663,68.8149688149688
"90","O95279",499,6,126,146,29.25851703,73,57.93650794,27,64.2857142857143,46,55.952380952381,73,19.57104558,31,42.4657534246575,42,14.0468227424749
"91","Q6VV64",394,5,105,127,32.23350254,57,54.28571429,20,57.1428571428571,37,51.4285714285714,70,24.22145329,34,39.0804597701149,36,17.910447761194
"92","O43525",872,6,126,418,47.93577982,120,95.23809524,42,100,78,94.047619047619,298,39.9463807,69,84.1463414634146,229,34.2857142857143
"93","Q850M0",347,4,84,147,42.36311239,41,48.80952381,13,46.4285714285714,28,50,106,40.30418251,42,50,64,35.9550561797753
"94","Q8NE86",351,2,42,271,77.20797721,42,100,14,100,28,100,229,74.11003236,30,100,199,71.2230215827338
"95","Q287T7",332,0,0,251,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"96","P60686",498,14,294,137,27.51004016,67,22.78911565,19,19.3877551020408,48,22.9591836734694,70,34.31372549,43,32.824427480916,27,36.986301369863
"97","Q58543",361,5,105,236,65.37396122,43,40.95238095,14,40,29,41.4285714285714,193,75.390625,28,45.1612903225806,165,85.1282051282051
"98","Q9W4C5",641,12,252,535,83.46333853,251,99.6031746,84,100,167,99.4047619047619,284,73.00771208,163,95.8823529411765,121,55.045871559633
"99","P0AFA7",513,13,273,512,99.80506823,273,100,91,100,182,100,239,99.58333333,125,100,114,99.1803278688525
"100","D5AQY8",347,9,189,192,55.3314121,127,67.1957672,42,66.6666666666667,85,67.4603174603175,65,41.13924051,45,52.3255813953488,20,32
"101","Q8BMW7",416,10,210,313,75.24038462,210,100,70,100,140,100,103,50,70,85.3658536585366,33,29.4573643410853
"102","P49279",550,12,252,430,78.18181818,247,98.01587302,84,100,163,97.6190476190476,183,61.40939597,131,81.875,52,37.956204379562
"103","Q96RD7",426,4,84,226,53.05164319,66,78.57142857,16,57.1428571428571,50,87.5,160,46.78362573,67,79.7619047619048,93,35.7976653696498
"104","Q9M7K4",785,12,252,642,81.78343949,249,98.80952381,84,100,165,98.2142857142857,393,73.73358349,127,86.986301369863,266,68.6528497409326
"105","Q7T3R4",481,12,252,400,83.16008316,252,100,84,100,168,100,148,64.62882096,101,82.1138211382114,47,44.8598130841121
"106","O15244",555,12,252,462,83.24324324,250,99.20634921,84,100,166,98.8095238095238,212,69.9669967,108,95.5752212389381,104,54.9738219895288
"107","Q96JW4",573,11,231,541,94.41535777,231,100,77,100,154,100,310,90.64327485,125,100,185,85.1851851851852
"108","P35499",1836,19,399,1550,84.42265795,392,98.24561404,130,97.7443609022556,262,98.4962406015038,1158,80.58455115,244,92.0754716981132,914,78.0798640611725
"109","Q61180",699,2,42,469,67.09585122,38,90.47619048,13,92.8571428571429,25,92.8571428571429,431,65.60121766,27,64.2857142857143,404,65.7980456026059
"110","Q9M8S6",828,6,126,483,58.33333333,126,100,42,100,84,100,357,50.85470085,63,70,294,47.9541734860884
"111","P38925",575,11,231,409,71.13043478,228,98.7012987,77,100,151,98.7012987012987,181,52.61627907,126,81.8181818181818,55,28.5714285714286
"112","Q94KI8",733,12,252,554,75.579809,245,97.22222222,84,100,161,97.0238095238095,309,64.24116424,145,84.3023255813954,164,52.9220779220779
"113","P25515",160,4,84,153,95.625,84,100,28,100,56,100,69,90.78947368,43,100,26,78.125
"114","P40544",346,6,126,205,59.24855491,102,80.95238095,37,88.0952380952381,65,80.952380952381,103,46.81818182,29,39.1891891891892,74,50.6756756756757
"115","Q8TAD4",765,14,294,278,36.33986928,90,30.6122449,29,29.5918367346939,61,31.1224489795918,188,39.91507431,53,31.7365269461078,135,44.0789473684211
"116","O00244",68,0,0,67,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"117","P31412",392,0,0,361,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"118","P39111",118,0,0,101,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"119","P38310",465,7,147,204,43.87096774,103,70.06802721,35,71.4285714285714,68,70.4081632653061,101,31.76100629,50,50.5050505050505,51,23.394495412844
"120","Q9LK64",1514,17,357,1262,83.35535007,299,83.7535014,99,83.1932773109244,200,83.6134453781513,963,83.23249784,176,74.8936170212766,787,85.4054054054054
"121","Q708S7",501,2,42,374,74.6506986,42,100,14,100,28,100,332,72.33115468,34,80.952380952381,298,71.6346153846154
"122","Q9NY37",505,2,42,390,77.22772277,40,95.23809524,14,100,26,96.4285714285714,350,75.59395248,31,73.8095238095238,319,75.9523809523809
"123","Q9ZPJ8",514,11,231,339,65.95330739,223,96.53679654,76,98.7012987012987,147,96.1038961038961,116,40.98939929,80,59.2592592592593,36,23.8095238095238
"124","O14983",1001,9,189,834,83.31668332,169,89.41798942,59,93.6507936507937,110,88.8888888888889,665,81.89655172,106,82.8125,559,81.6983894582723
"125","P21306",62,0,0,46,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"126","P35670",1465,8,168,713,48.66894198,136,80.95238095,49,87.5,87,80.3571428571429,577,44.48727833,62,53.448275862069,515,43.6440677966102
"127","P0ABB4",460,0,0,460,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"128","P81449",96,0,0,64,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"129","P23645",696,6,126,239,34.33908046,126,100,42,100,84,100,113,19.8245614,67,81.7073170731707,46,9.44558521560575
"130","P22002",2169,20,420,1722,79.39142462,415,98.80952381,140,100,275,98.9285714285714,1307,74.72841624,312,88.6363636363636,995,71.2034383954155
"131","Q13698",1873,22,462,1534,81.90069407,452,97.83549784,154,100,298,97.0779220779221,1082,76.6832034,308,89.5348837209302,774,72.6679104477612
"132","Q39253",463,11,231,364,78.61771058,231,100,77,100,154,100,133,57.32758621,96,85.7142857142857,37,32.2314049586777
"133","Q05598",225,6,126,174,77.33333333,102,80.95238095,35,83.3333333333333,67,80.952380952381,72,72.72727273,37,64.9122807017544,35,79.0697674418605
"134","O65717",716,6,126,498,69.55307263,102,80.95238095,35,83.3333333333333,67,80.952380952381,396,67.11864407,57,59.375,339,68.5598377281947
"135","Q6X893",653,10,210,571,87.44257274,210,100,70,100,140,100,361,81.48984199,159,97.5460122699387,202,72.2419928825623
"136","Q9USV7",148,3,63,99,66.89189189,63,100,21,100,42,100,36,42.35294118,25,65.7894736842105,11,27.0833333333333
"137","Q8XAS8",276,7,147,270,97.82608696,146,99.31972789,49,100,97,98.9795918367347,124,96.12403101,75,100,49,90.5660377358491
"138","P69380",300,6,126,278,92.66666667,122,96.82539683,42,100,80,96.4285714285714,156,89.65517241,49,84.4827586206897,107,92.2413793103448
"139","Q94A76",820,6,126,454,55.36585366,126,100,42,100,84,100,328,47.26224784,60,76.9230769230769,268,43.7802907915994
"140","Q21642",194,4,84,173,89.17525773,81,96.42857143,27,96.4285714285714,54,96.4285714285714,92,83.63636364,41,85.4166666666667,51,81.9672131147541
"141","Q99712",375,2,42,331,88.26666667,42,100,14,100,28,100,289,86.78678679,42,100,247,84.8275862068966
"142","Q15842",424,2,42,348,82.0754717,42,100,14,100,28,100,306,80.10471204,42,100,264,77.5811209439528
"143","Q16322",511,6,126,369,72.21135029,122,96.82539683,42,100,80,96.4285714285714,247,64.15584416,74,82.2222222222222,173,58.5034013605442
"144","Q9NPA1",279,2,42,212,75.98566308,42,100,14,100,28,100,170,71.72995781,42,100,128,65.4639175257732
"145","P17658",529,6,126,372,70.32136106,119,94.44444444,42,100,77,92.8571428571429,253,62.77915633,75,78.125,178,57.843137254902
"146","Q14B80",642,6,126,380,59.19003115,124,98.41269841,42,100,82,97.6190476190476,256,49.6124031,74,77.0833333333333,182,43.1980906921241
"147","P15382",129,1,21,82,63.56589147,21,100,7,100,14,100,61,56.48148148,2,18.1818181818182,59,60.4166666666667
"148","O54853",950,4,84,650,68.42105263,79,94.04761905,28,100,51,91.0714285714286,571,65.93533487,58,69.047619047619,513,65.5569782330346
"149","Q9Y257",313,7,147,129,41.21405751,85,57.82312925,29,59.1836734693878,56,58.1632653061224,44,26.5060241,21,31.8181818181818,23,26.2135922330097
"150","P70604",580,7,147,216,37.24137931,94,63.94557823,31,63.265306122449,63,66.3265306122449,122,28.17551963,53,54.639175257732,69,20.2985074626866
"151","Q9NR82",932,6,126,412,44.20600858,124,98.41269841,42,100,82,98.8095238095238,288,35.73200993,69,86.25,219,30.0689655172414
"152","Q8LIN5",349,4,84,149,42.69340974,48,57.14285714,19,67.8571428571429,29,50,101,38.11320755,41,48.8095238095238,60,33.3333333333333
"153","P34886",724,2,42,435,60.08287293,42,100,14,100,28,100,393,57.62463343,31,77.5,362,56.4742589703588
"154","Q920G8",338,0,0,263,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"155","P60690",159,4,84,159,100,84,100,28,100,56,100,75,100,36,100,39,100
"156","Q57634",350,5,105,226,64.57142857,42,40,14,40,28,40,184,75.10204082,23,38.3333333333333,161,87.0967741935484
"157","Q8BXR5",1738,22,462,1302,74.9136939,441,95.45454545,151,98.0519480519481,290,94.8051948051948,861,67.47648903,278,85.8024691358025,583,61.3850996852046
"158","Q9KQU7",530,12,252,516,97.35849057,251,99.6031746,84,100,167,99.4047619047619,265,95.32374101,158,98.1366459627329,107,91.6666666666667
"159","D5AQY6",254,0,0,241,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"160","Q9Y5S8",564,6,126,429,76.06382979,126,100,42,100,84,100,303,69.17808219,73,75.2577319587629,230,67.6470588235294
"161","P49281",568,12,252,429,75.52816901,243,96.42857143,84,100,159,95.2380952380952,186,58.86075949,129,82.6923076923077,57,35.8490566037736
"162","Q96NT5",459,12,252,163,35.51198257,99,39.28571429,30,35.7142857142857,69,39.8809523809524,64,30.9178744,42,35,22,25
"163","P40474",542,12,252,272,50.18450185,173,68.65079365,56,66.6666666666667,117,69.6428571428571,99,34.13793103,70,57.3770491803279,29,17.3652694610778
"164","Q9QXP0",498,12,252,395,79.31726908,250,99.20634921,84,100,166,99.4047619047619,145,58.94308943,98,80.9917355371901,47,38.0952380952381
"165","O76082",557,12,252,465,83.48294434,251,99.6031746,84,100,167,99.4047619047619,214,70.16393443,108,98.1818181818182,106,54.1237113402062
"166","Q92911",643,13,273,450,69.9844479,242,88.64468864,78,85.7142857142857,164,90.1098901098901,208,56.21621622,126,75.4491017964072,82,40.0990099009901
"167","Q14524",2016,24,504,1713,84.9702381,497,98.61111111,165,98.2142857142857,332,98.8095238095238,1216,80.42328042,290,91.7721518987342,926,77.5561097256858
"168","Q9WU38",638,2,42,501,78.52664577,42,100,14,100,28,100,459,77.01342282,33,78.5714285714286,426,77.0343580470163
"169","Q61165",820,14,294,418,50.97560976,231,78.57142857,82,83.6734693877551,149,77.5510204081633,187,35.5513308,63,50.4,124,31.0945273631841
"170","Q12078",473,11,231,400,84.56659619,224,96.96969697,75,97.4025974025974,149,97.4025974025974,176,72.72727273,125,88.0281690140845,51,50.5050505050505
"171","Q8BWC0",731,11,231,576,78.79616963,218,94.37229437,75,97.4025974025974,143,93.5064935064935,358,71.6,152,88.8888888888889,206,62.5
"172","P27449",155,4,84,149,96.12903226,84,100,28,100,56,100,65,91.54929577,41,97.6190476190476,24,82.1428571428571
"173","Q12324",675,8,168,409,60.59259259,145,86.30952381,50,89.2857142857143,95,86.6071428571429,264,52.07100592,79,71.8181818181818,185,46.7171717171717
"174","Q6NXT4",461,6,126,272,59.0021692,124,98.41269841,42,100,82,97.6190476190476,148,44.17910448,54,72.972972972973,94,35.7692307692308
"175","P00846",226,7,147,224,99.11504425,145,98.63945578,48,97.9591836734694,97,97.9591836734694,79,100,52,100,27,100
"176","P32366",345,0,0,341,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"177","P48836",114,0,0,106,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"178","P40088",404,7,147,280,69.30693069,142,96.59863946,49,100,93,95.9183673469388,138,53.69649805,69,73.4042553191489,69,42.5925925925926
"179","Q9M9E1",1423,15,315,1274,89.52916374,293,93.01587302,96,91.4285714285714,197,93.3333333333333,981,88.53790614,192,94.1176470588235,789,87.375415282392
"180","Q708S6",529,3,63,388,73.34593573,49,77.77777778,14,66.6666666666667,35,80.952380952381,339,72.74678112,40,71.4285714285714,299,72.8606356968215
"181","Q38998",857,5,105,506,59.04317386,105,100,35,100,70,100,401,53.32446809,59,78.6666666666667,342,50.4437869822485
"182","Q9M6N7",475,11,231,344,72.42105263,220,95.23809524,75,97.4025974025974,145,95.4545454545455,124,50.81967213,80,67.7966101694915,44,34.9206349206349
"183","P54710",66,1,21,53,80.3030303,21,100,7,100,14,100,32,71.11111111,9,100,23,62.8571428571429
"184","O75947",161,0,0,148,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"185","P30902",174,0,0,151,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"186","P0ABA4",177,0,0,177,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"187","P68699",79,2,42,79,100,42,100,14,100,28,100,37,100,22,100,15,100
"188","P14772",1559,17,357,1249,80.11545863,291,81.51260504,99,83.1932773109244,192,81.5126050420168,958,79.70049917,166,68.0327868852459,792,82.7263267429761
"189","Q99246",2179,22,462,1760,80.77099587,453,98.05194805,154,100,299,98.0519480519481,1307,76.12114153,309,89.3063583815029,998,72.8134110787172
"190","Q02641",598,2,16,382,63.87959866,9,56.25,3,50,6,60,373,64.08934708,23,60.5263157894737,350,65.6028368794326
"191","Q39254",441,11,231,366,82.99319728,231,100,77,100,154,100,135,64.28571429,98,93.3333333333333,37,34.6153846153846
"192","Q9Y698",323,2,42,124,38.39009288,34,80.95238095,13,92.8571428571429,21,75,90,32.02846975,17,48.5714285714286,73,29.7959183673469
"193","Q3TWN3",875,5,105,341,38.97142857,67,63.80952381,26,74.2857142857143,41,60,274,35.58441558,21,28,253,36.4553314121037
"194","P49573",406,3,63,155,38.1773399,11,17.46031746,4,19.047619047619,7,16.6666666666667,144,41.98250729,12,26.6666666666667,132,43.8127090301003
"195","Q91ZR5",686,7,147,433,63.11953353,142,96.59863946,49,100,93,95.9183673469388,291,53.98886827,67,84.8101265822785,224,48.695652173913
"196","P23895",110,4,84,108,98.18181818,84,100,28,100,56,100,24,92.30769231,17,100,7,87.5
"197","Q03075",290,1,21,112,38.62068966,5,23.80952381,0,0,5,35.7142857142857,107,39.77695167,11,100,96,37.3540856031128
"198","Q6VVA6",801,12,252,656,81.89762797,251,99.6031746,84,100,167,99.4047619047619,405,73.7704918,125,83.3333333333333,280,70.1005025125628
"199","Q20106",207,2,42,154,74.39613527,32,76.19047619,12,85.7142857142857,20,71.4285714285714,122,73.93939394,27,79.4117647058823,95,72.3076923076923
"200","B7U540",433,2,42,138,31.87066975,5,11.9047619,0,0,5,17.8571428571429,133,34.01534527,0,0,133,38.2183908045977
"201","P63391",859,6,126,603,70.19790454,125,99.20634921,42,100,83,98.8095238095238,478,65.21145975,75,89.2857142857143,403,62.037037037037
"202","P31069",417,6,126,285,68.34532374,85,67.46031746,23,54.7619047619048,62,72.6190476190476,200,68.72852234,55,84.6153846153846,145,64.3171806167401
"203","Q86W47",210,2,42,194,92.38095238,42,100,14,100,28,100,152,90.47619048,32,96.969696969697,120,88.8059701492537
"204","P17970",985,6,126,444,45.07614213,125,99.20634921,42,100,83,98.8095238095238,319,37.13620489,60,81.0810810810811,259,32.9081632653061
"205","Q14003",757,6,126,371,49.00924703,124,98.41269841,42,100,82,97.6190476190476,247,39.14421553,73,77.6595744680851,174,32.2761194029851
"206","Q9Y6J6",123,1,21,83,67.4796748,21,100,7,100,14,100,62,60.78431373,0,0,62,67.7777777777778
"207","O54852",1195,5,105,843,70.54393305,101,96.19047619,35,100,66,94.2857142857143,742,68.0733945,61,67.032967032967,681,68.1362725450902
