"","X","B","C","D","E","X.Seq","F","X.TMS","G","X.interior","GG","X.exterior","FF","X.nonTMS","H","X.close","HH","X.far"
"17","P56564",543,8,168,410,75.50644567,168,100,56,100,112,100,242,64.53333333,101,78.90625,141,56.9105691056911
"18","P63115",530,12,252,301,56.79245283,183,72.61904762,69,82.1428571428571,114,69.047619047619,118,42.44604317,84,60,34,24.8175182481752
"19","Q9Z6M8",485,13,273,297,61.2371134,168,61.53846154,61,67.032967032967,107,59.3406593406593,129,60.8490566,93,65.034965034965,36,51.4285714285714
"20","P38090",596,12,252,360,60.40268456,205,81.34920635,71,84.5238095238095,134,80.952380952381,155,45.05813953,110,68.75,45,24.5901639344262
"21","P36062",692,11,231,309,44.65317919,182,78.78787879,58,75.3246753246753,124,80.5194805194805,127,27.54880694,68,57.1428571428571,59,17.3020527859238
"22","P0AD99",439,12,252,422,96.12756264,252,100,84,100,168,100,170,90.90909091,113,94.1666666666667,57,86.3636363636364
"23","P0AEF8",339,6,126,279,82.30088496,118,93.65079365,35,83.3333333333333,83,97.6190476190476,161,75.58685446,80,80.8080808080808,81,70.7964601769911
"24","P48813",663,12,252,367,55.35444947,212,84.12698413,74,88.0952380952381,138,83.3333333333333,155,37.71289538,110,67.9012345679012,45,18.1451612903226
"25","Q9FKS8",446,9,189,278,62.33183857,141,74.6031746,44,69.8412698412698,97,76.984126984127,137,53.307393,50,48.0769230769231,87,57.2368421052632
"26","P38734",546,12,252,343,62.82051282,202,80.15873016,71,84.5238095238095,131,79.7619047619048,141,47.95918367,96,63.1578947368421,45,31.9148936170213
"27","Q12375",292,0,0,242,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"28","P32901",601,12,252,382,63.56073211,231,91.66666667,77,91.6666666666667,154,91.6666666666667,151,43.26647564,102,66.2337662337662,49,25.2577319587629
"29","Q9JHE5",504,10,210,311,61.70634921,174,82.85714286,62,88.5714285714286,112,80,137,46.59863946,74,59.6774193548387,63,37.2781065088757
"30","Q9D687",634,12,252,565,89.11671924,252,100,84,100,168,100,313,81.93717277,168,91.304347826087,145,73.6040609137056
"31","P0AGE4",414,9,189,409,98.79227053,189,100,63,100,126,100,220,97.77777778,104,100,116,95.9016393442623
"32","Q04301",562,14,294,293,52.13523132,187,63.60544218,60,61.2244897959184,127,65.3061224489796,106,39.55223881,72,48.6486486486487,34,28.5714285714286
"33","Q12235",531,12,252,293,55.17890772,176,69.84126984,56,66.6666666666667,120,71.4285714285714,117,41.93548387,76,62.2950819672131,41,26.7515923566879
"34","P43004",574,9,189,414,72.12543554,189,100,63,100,126,100,225,58.44155844,106,80.9160305343511,119,46.6403162055336
"35","Q15758",541,8,168,420,77.63401109,163,97.02380952,52,92.8571428571429,111,99.1071428571429,257,68.90080429,103,85.8333333333333,154,60.7142857142857
"36","P46133",508,14,294,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23456790123457
"37","P43548",558,12,252,362,64.87455197,207,82.14285714,75,89.2857142857143,132,79.7619047619048,155,50.65359477,109,71.7105263157895,46,30.0653594771242
"38","P50944",713,11,231,307,43.05750351,180,77.92207792,57,74.025974025974,123,79.2207792207792,127,26.34854772,77,61.1111111111111,50,14.0845070422535
"39","P04817",590,12,252,366,62.03389831,202,80.15873016,71,84.5238095238095,131,79.1666666666667,164,48.52071006,111,71.1538461538462,53,29.2817679558011
"40","P0AEG1",300,6,126,223,74.33333333,92,73.01587302,29,69.047619047619,63,75,131,75.28735632,71,78.8888888888889,60,71.7647058823529
"41","P06775",603,12,252,368,61.02819237,210,83.33333333,75,89.2857142857143,135,81.547619047619,158,45.01424501,110,68.75,48,25.2631578947368
"42","P32487",611,12,252,360,58.9198036,201,79.76190476,70,83.3333333333333,131,79.1666666666667,159,44.28969359,111,69.375,48,24.2424242424242
"43","P0AFH2",306,6,126,265,86.60130719,107,84.92063492,35,83.3333333333333,72,84.5238095238095,158,87.77777778,79,89.7727272727273,79,85.7142857142857
"44","P91679",743,11,231,440,59.21938089,210,90.90909091,70,90.9090909090909,140,90.9090909090909,230,44.921875,103,76.2962962962963,127,33.7765957446808
"45","Q9JIP7",709,11,231,449,63.32863188,208,90.04329004,70,90.9090909090909,138,90.9090909090909,241,50.41841004,103,71.0344827586207,138,41.566265060241
"46","Q9DCP2",505,10,210,300,59.40594059,171,81.42857143,59,84.2857142857143,112,80,129,43.72881356,70,57.3770491803279,59,34.3023255813953
"47","Q9NP91",592,12,252,551,93.07432432,252,100,84,100,168,100,299,87.94117647,145,90.625,154,85.4748603351955
"48","O34739",438,12,252,302,68.94977169,182,72.22222222,63,75,119,72.0238095238095,120,64.51612903,81,66.9421487603306,39,60.9375
"49","P38358",474,12,252,334,70.46413502,203,80.55555556,70,83.3333333333333,133,80.3571428571429,131,59.00900901,83,66.4,48,50
"50","P46136",293,10,210,183,62.45733788,140,66.66666667,50,71.4285714285714,90,65.7142857142857,43,51.80722892,31,58.4905660377358,12,41.3793103448276
"51","P43005",524,9,189,418,79.77099237,189,100,63,100,126,100,229,68.35820896,105,82.6771653543307,124,59.4202898550725
"52","Q42400",485,11,231,271,55.87628866,178,77.05627706,57,74.025974025974,121,77.9220779220779,93,36.61417323,70,50.3597122302158,23,20.8695652173913
"53","P60061",445,12,252,263,59.1011236,150,59.52380952,52,61.9047619047619,98,58.9285714285714,113,58.5492228,81,62.7906976744186,32,49.2307692307692
"54","P38971",573,12,252,357,62.30366492,202,80.15873016,71,84.5238095238095,131,79.1666666666667,155,48.28660436,112,70.8860759493671,43,26.5432098765432
"55","P40074",448,11,231,293,65.40178571,182,78.78787879,59,76.6233766233766,123,79.8701298701299,111,51.15207373,79,64.2276422764228,32,33.6842105263158
"56","P18581",657,14,294,235,35.76864536,146,49.65986395,49,50,97,50,89,24.51790634,63,35.7954545454545,26,13.9784946236559
"57","P77304",500,14,294,388,77.6,253,86.05442177,84,85.7142857142857,169,85.7142857142857,135,65.53398058,102,78.4615384615385,33,44.7368421052632
"58","P07109",257,0,0,239,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"59","Q12372",583,12,252,364,62.43567753,212,84.12698413,76,90.4761904761905,136,82.1428571428571,152,45.92145015,105,68.1818181818182,47,26.7045454545455
"60","P40897",799,15,315,700,87.60951189,315,100,105,100,210,100,385,79.54545455,189,95.9390862944162,196,68.4027777777778
"61","Q17758",785,12,252,474,60.38216561,231,91.66666667,77,91.6666666666667,154,91.6666666666667,243,45.59099437,107,75.886524822695,136,34.7826086956522
"62","Q8K415",481,10,210,285,59.25155925,164,78.0952381,54,77.1428571428571,110,78.5714285714286,121,44.64944649,74,58.7301587301587,47,33.1034482758621
"63","A2VCW5",479,11,231,298,62.21294363,188,81.38528139,64,83.1168831168831,124,80.5194805194805,110,44.35483871,75,59.0551181102362,35,29.1666666666667
"64","P43007",532,10,210,406,76.31578947,204,97.14285714,70,100,134,95.7142857142857,202,62.73291925,93,78.8135593220339,109,54.1062801932367
"65","P38085",619,12,252,370,59.77382876,211,83.73015873,75,89.2857142857143,136,82.1428571428571,159,43.32425068,114,72.1518987341772,45,21.6346153846154
"66","P25594",458,11,231,260,56.76855895,174,75.32467532,63,81.8181818181818,111,73.3766233766234,86,37.88546256,58,44.9612403100775,28,28.8659793814433
"67","Q92536",515,12,252,307,59.61165049,191,75.79365079,70,83.3333333333333,121,73.8095238095238,116,44.10646388,82,58.5714285714286,34,27.8688524590164
"68","P76249",212,6,126,143,67.45283019,97,76.98412698,35,83.3333333333333,62,75,46,53.48837209,32,59.2592592592593,14,45.1612903225806
"69","Q38967",493,9,189,278,56.38945233,153,80.95238095,49,77.7777777777778,104,82.5396825396825,125,41.11842105,79,61.2403100775194,46,27.2727272727273
"70","Q12482",902,0,0,327,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
